image,shape,length,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y
0014.jpg,Triangle,108.4264063835144,324,208,306,192,277,203,,
0015.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0015.jpg,Triangle,109.25483322143555,324,208,305,191,277,202,,
0016.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0016.jpg,Triangle,113.25483298301697,324,207,305,190,275,202,,
0017.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0017.jpg,Triangle,108.42640626430511,323,206,306,190,276,201,,
0018.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0018.jpg,Triangle,110.42640602588654,324,206,306,190,276,200,,
0019.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0019.jpg,Triangle,110.42640602588654,324,206,306,190,276,200,,
0020.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0020.jpg,Triangle,110.42640554904938,324,205,306,189,276,199,,
0021.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0021.jpg,Triangle,106.42640590667725,323,204,306,188,277,198,,
0022.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0022.jpg,Triangle,109.84061980247498,324,203,305,187,276,198,,
0023.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0023.jpg,Triangle,111.25483322143555,323,203,305,186,275,197,,
0024.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0024.jpg,Triangle,108.42640602588654,323,202,306,186,276,196,,
0025.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0025.jpg,Triangle,108.42640602588654,323,202,306,186,276,196,,
0026.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0026.jpg,Triangle,107.5979791879654,323,201,307,186,276,195,,
0027.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0027.jpg,Triangle,101.59797954559326,278,194,322,200,306,185,,
0028.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0028.jpg,Triangle,111.84062039852142,324,200,306,183,276,194,,
0029.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0029.jpg,Triangle,106.42640626430511,323,199,306,183,277,193,,
0030.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0030.jpg,Triangle,110.42640590667725,323,198,305,182,275,192,,
0031.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0031.jpg,Triangle,110.42640590667725,323,198,305,182,275,192,,
0032.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0032.jpg,Triangle,108.42640602588654,323,197,306,181,276,191,,
0033.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0033.jpg,Triangle,107.84062004089355,324,196,305,180,277,190,,
0034.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0034.jpg,Triangle,107.84061920642853,324,195,305,179,277,189,,
0035.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0035.jpg,Triangle,107.84061980247498,324,195,307,179,277,189,,
0036.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0036.jpg,Triangle,111.25483357906342,324,194,306,177,276,188,,
0037.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0037.jpg,Triangle,111.25483357906342,324,194,306,177,276,188,,
0038.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0038.jpg,Triangle,109.25483357906342,324,193,306,176,277,187,,
0039.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0039.jpg,Triangle,108.42640674114227,324,192,306,176,277,186,,
0040.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0040.jpg,Triangle,110.4264063835144,324,191,306,175,276,185,,
0041.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0041.jpg,Triangle,107.01219320297241,324,190,306,174,278,184,,
0042.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0042.jpg,Triangle,109.8406195640564,325,190,306,173,278,183,,
0043.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0043.jpg,Triangle,109.8406195640564,325,190,306,173,278,183,,
0044.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0044.jpg,Triangle,111.01219248771667,325,189,307,173,277,183,,
0045.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0045.jpg,Triangle,111.8406195640564,325,188,306,171,277,182,,
0046.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0046.jpg,Triangle,110.42640602588654,325,187,307,171,277,181,,
0047.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0047.jpg,Triangle,108.4264065027237,325,186,307,170,278,180,,
0048.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0048.jpg,Triangle,108.42640674114227,325,185,307,169,278,180,,
0049.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0049.jpg,Triangle,108.42640674114227,325,185,307,169,278,180,,
0050.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0050.jpg,Triangle,105.59797930717468,279,179,325,184,307,169,,
0051.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0051.jpg,Triangle,105.59797871112823,324,183,307,168,278,178,,
0052.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0052.jpg,Triangle,108.42640590667725,326,183,307,167,279,177,,
0053.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0053.jpg,Triangle,106.42640602588654,325,182,307,166,279,177,,
0054.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0054.jpg,Triangle,106.42640602588654,325,181,307,165,279,176,,
0055.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0055.jpg,Triangle,106.42640602588654,325,181,307,165,279,176,,
0056.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0056.jpg,Triangle,105.8406195640564,325,180,306,164,279,176,,
0057.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0057.jpg,Triangle,107.59797894954681,325,179,306,164,278,175,,
0058.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0058.jpg,Triangle,106.42640602588654,326,179,307,163,280,174,,
0059.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0059.jpg,Triangle,104.42640590667725,326,178,307,163,281,174,,
0060.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0060.jpg,Triangle,105.01219260692596,326,176,308,162,280,173,,
0061.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0061.jpg,Triangle,105.01219260692596,326,176,308,162,280,173,,
0062.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0062.jpg,Triangle,108.18376541137695,327,176,308,162,279,173,,
0063.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0063.jpg,Triangle,101.59797894954681,326,176,308,161,282,172,,
0064.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0064.jpg,Triangle,108.18376529216766,327,176,308,161,280,172,,
0065.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0065.jpg,Triangle,103.59797883033752,282,171,327,175,307,160,,
0066.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0066.jpg,Triangle,106.18376541137695,328,174,308,160,281,171,,
0067.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0067.jpg,Triangle,106.18376541137695,328,174,308,160,281,171,,
0068.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0068.jpg,Triangle,106.76955199241638,281,171,328,174,308,160,,
0069.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0069.jpg,Triangle,106.76955187320709,282,171,329,174,309,160,,
0070.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0070.jpg,Triangle,106.76955187320709,328,173,308,159,281,171,,
0071.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0071.jpg,Triangle,104.42640614509583,282,171,328,172,308,159,,
0072.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0072.jpg,Triangle,106.76955199241638,282,170,329,173,308,159,,
0073.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0073.jpg,Triangle,106.76955199241638,282,170,329,173,308,159,,
0074.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0074.jpg,Triangle,103.59797894954681,328,172,307,158,283,170,,
0075.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0075.jpg,Triangle,100.76955187320709,284,170,328,172,308,158,,
0076.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0076.jpg,Triangle,104.76955187320709,283,170,329,172,309,158,,
0077.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0077.jpg,Triangle,105.01219248771667,283,171,329,172,309,158,,
0078.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0078.jpg,Triangle,103.59797894954681,328,170,306,158,283,172,,
0079.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0079.jpg,Triangle,105.59797894954681,328,170,306,158,282,172,,
0080.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0080.jpg,Triangle,106.76955187320709,329,170,306,158,282,172,,
0081.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0081.jpg,Triangle,106.76955187320709,329,170,306,158,282,172,,
0082.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0082.jpg,Triangle,105.59797894954681,329,170,306,158,283,172,,
0083.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0083.jpg,Triangle,103.94112491607666,284,172,330,170,305,159,,
0084.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0084.jpg,Triangle,106.18376553058624,283,172,330,170,306,159,,
0085.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0085.jpg,Triangle,106.18376553058624,283,172,330,170,306,159,,
0086.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0086.jpg,Triangle,104.76955187320709,284,173,330,170,306,159,,
0087.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0088.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0088.jpg,Triangle,110.18376541137695,331,171,307,159,283,174,,
0089.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0089.jpg,Triangle,100.76955163478851,286,174,330,171,306,160,,
0090.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0090.jpg,Triangle,104.18376541137695,285,174,331,171,306,160,,
0091.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0091.jpg,Triangle,104.18376541137695,285,174,331,171,306,160,,
0092.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0092.jpg,Triangle,106.18376529216766,285,175,331,172,307,160,,
0093.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0093.jpg,Triangle,102.18376553058624,285,175,330,172,306,161,,
0094.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0094.jpg,Triangle,103.5979790687561,286,176,331,172,307,161,,
0095.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0095.jpg,Triangle,109.01219248771667,286,176,334,173,306,162,,
0096.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0096.jpg,Triangle,112.42640602588654,284,178,333,173,307,162,,
0097.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0097.jpg,Triangle,112.42640602588654,284,178,333,173,307,162,,
0098.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0098.jpg,Triangle,107.59797894954681,286,178,333,174,306,163,,
0099.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0099.jpg,Triangle,107.8406195640564,287,178,334,174,306,163,,
0100.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0100.jpg,Triangle,109.01219236850739,286,179,334,175,306,164,,
0101.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0101.jpg,Triangle,109.59797883033752,286,180,334,175,305,165,,
0102.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0102.jpg,Triangle,104.42640578746796,286,181,331,176,307,165,,
0103.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0103.jpg,Triangle,104.42640578746796,286,181,331,176,307,165,,
0104.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0104.jpg,Triangle,112.42640602588654,285,182,334,177,306,166,,
0105.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0105.jpg,Triangle,104.18376517295837,286,182,332,178,306,168,,
0106.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0106.jpg,Triangle,109.0121922492981,287,183,335,178,305,168,,
0107.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0107.jpg,Triangle,108.42640626430511,287,184,334,179,306,168,,
0108.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0108.jpg,Triangle,109.01219236850739,286,185,333,180,306,169,,
0109.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0109.jpg,Triangle,109.01219236850739,286,185,333,180,306,169,,
0110.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0110.jpg,Triangle,104.42640578746796,286,186,331,180,306,170,,
0111.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0111.jpg,Triangle,103.84061932563782,286,187,331,181,306,171,,
0112.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0112.jpg,Triangle,105.25483322143555,286,188,331,182,306,171,,
0113.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0113.jpg,Triangle,105.25483322143555,286,189,331,183,306,172,,
0114.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0114.jpg,Triangle,109.25483310222626,285,190,332,184,306,173,,
0115.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0115.jpg,Triangle,109.25483310222626,285,190,332,184,306,173,,
0116.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0116.jpg,Triangle,103.25483286380768,330,184,307,174,286,191,,
0117.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0117.jpg,Triangle,100.42640578746796,330,185,307,175,287,191,,
0118.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0118.jpg,Triangle,103.25483322143555,287,192,331,186,306,175,,
0119.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0119.jpg,Triangle,104.42640602588654,286,193,331,187,305,177,,
0120.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0120.jpg,Triangle,104.42640590667725,286,194,331,188,305,178,,
0121.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0121.jpg,Triangle,104.42640590667725,286,194,331,188,305,178,,
0122.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0122.jpg,Triangle,102.42640626430511,286,195,330,188,305,179,,
0123.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0123.jpg,Triangle,105.01219284534454,286,196,331,189,304,180,,
0124.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0124.jpg,Triangle,106.42640614509583,286,197,331,190,305,180,,
0125.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0125.jpg,Triangle,102.42640626430511,286,197,330,191,305,181,,
0126.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0126.jpg,Triangle,106.42640602588654,285,198,331,192,304,182,,
0127.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0127.jpg,Triangle,106.42640602588654,285,198,331,192,304,182,,
0128.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0128.jpg,Triangle,111.01219236850739,286,199,334,193,305,183,,
0129.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0129.jpg,Triangle,103.01219248771667,286,200,330,193,304,184,,
0130.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0130.jpg,Triangle,108.66904664039612,285,200,332,195,305,184,,
0131.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0131.jpg,Triangle,105.01219236850739,285,201,330,195,305,185,,
0132.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0132.jpg,Triangle,107.25483322143555,284,202,331,197,304,186,,
0133.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0133.jpg,Triangle,107.25483322143555,284,202,331,197,304,186,,
0134.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0134.jpg,Triangle,105.8406194448471,285,203,331,197,304,187,,
0135.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0135.jpg,Triangle,105.8406195640564,285,204,331,198,304,188,,
0136.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0136.jpg,Triangle,111.25483310222626,284,205,332,199,304,188,,
0137.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0137.jpg,Triangle,105.8406194448471,285,205,331,199,304,189,,
0138.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0138.jpg,Triangle,109.25483334064484,284,206,331,200,305,189,,
0139.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0139.jpg,Triangle,109.25483334064484,284,206,331,200,305,189,,
0140.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0140.jpg,Triangle,109.25483298301697,284,207,331,201,304,190,,
0141.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0141.jpg,Triangle,107.0121922492981,284,207,330,201,304,191,,
0142.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0142.jpg,Triangle,105.0121922492981,284,207,330,202,303,192,,
0143.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0143.jpg,Triangle,106.42640566825867,284,208,330,203,304,192,,
0144.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0144.jpg,Triangle,107.8406194448471,283,208,330,203,304,193,,
0145.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0145.jpg,Triangle,107.8406194448471,283,208,330,203,304,193,,
0146.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0146.jpg,Triangle,108.42640578746796,283,209,330,204,304,193,,
0147.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0147.jpg,Triangle,107.8406194448471,283,209,330,205,303,194,,
0148.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0148.jpg,Triangle,115.25483298301697,283,210,333,206,305,194,,
0149.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0149.jpg,Triangle,109.5979790687561,283,210,331,206,304,195,,
0150.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0150.jpg,Triangle,111.25483286380768,282,211,330,207,304,195,,
0151.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0151.jpg,Triangle,111.25483286380768,282,211,330,207,304,195,,
0152.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0152.jpg,Triangle,113.8406194448471,281,211,331,207,304,195,,
0153.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0153.jpg,Triangle,108.42640590667725,282,211,330,208,305,196,,
0154.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0154.jpg,Triangle,112.42640590667725,281,212,330,208,304,196,,
0155.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0155.jpg,Triangle,113.25483334064484,281,212,330,209,304,196,,
0156.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0156.jpg,Triangle,113.5979790687561,280,212,330,209,303,197,,
0157.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0157.jpg,Triangle,113.5979790687561,280,212,330,209,303,197,,
0158.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0158.jpg,Triangle,111.5979790687561,280,213,329,209,303,198,,
0159.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0159.jpg,Triangle,111.59797894954681,280,213,329,210,303,198,,
0160.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0160.jpg,Triangle,114.42640590667725,280,213,330,210,304,197,,
0161.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0161.jpg,Triangle,109.59797894954681,328,210,305,198,280,213,,
0162.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0162.jpg,Triangle,109.59797883033752,328,210,304,198,280,213,,
0163.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0163.jpg,Triangle,109.59797883033752,328,210,304,198,280,213,,
0164.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0164.jpg,Triangle,113.59797894954681,329,211,304,198,279,213,,
0165.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0165.jpg,Triangle,111.59797894954681,328,211,304,198,279,213,,
0166.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0166.jpg,Triangle,113.59797894954681,280,212,330,213,305,198,,
0167.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0167.jpg,Triangle,111.59797894954681,280,212,329,213,305,198,,
0168.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0168.jpg,Triangle,115.59797894954681,329,212,304,198,278,213,,
0169.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0169.jpg,Triangle,115.59797883033752,278,212,329,213,305,198,,
0170.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0170.jpg,Triangle,113.59797894954681,328,212,303,198,278,213,,
0171.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0171.jpg,Triangle,111.84061968326569,279,212,328,213,305,198,,
0172.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0172.jpg,Triangle,113.5979790687561,278,211,328,213,305,198,,
0173.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0173.jpg,Triangle,111.5979790687561,327,213,305,198,278,211,,
0174.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0174.jpg,Triangle,113.59797894954681,327,213,306,198,277,211,,
0175.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0175.jpg,Triangle,113.59797894954681,327,213,306,198,277,211,,
0176.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0176.jpg,Triangle,115.59797883033752,327,213,306,198,276,211,,
0177.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0177.jpg,Triangle,109.59797894954681,279,210,327,213,306,198,,
0178.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0178.jpg,Triangle,113.84061932563782,327,212,305,197,277,210,,
0179.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0179.jpg,Triangle,107.59797894954681,326,212,305,197,279,209,,
0180.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0180.jpg,Triangle,111.0121922492981,326,212,304,196,278,209,,
0181.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0181.jpg,Triangle,111.0121922492981,326,212,304,196,278,209,,
0182.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0182.jpg,Triangle,113.59797894954681,326,212,305,197,276,209,,
0183.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0183.jpg,Triangle,112.42640602588654,326,212,305,196,277,208,,
0184.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0184.jpg,Triangle,115.25483274459839,326,212,303,195,276,208,,
0185.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0185.jpg,Triangle,110.42640602588654,325,211,305,195,277,207,,
0186.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0186.jpg,Triangle,110.42640614509583,325,211,305,195,277,207,,
0187.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0187.jpg,Triangle,110.42640614509583,325,211,305,195,277,207,,
0188.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0188.jpg,Triangle,113.25483274459839,326,211,305,194,277,206,,
0189.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0189.jpg,Triangle,110.66904652118683,324,210,304,194,276,206,,
0190.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0190.jpg,Triangle,113.25483310222626,325,210,305,193,276,205,,
0191.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0191.jpg,Triangle,107.5979790687561,277,204,324,209,307,194,,
0192.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0192.jpg,Triangle,113.25483310222626,325,209,305,192,276,204,,
0193.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0193.jpg,Triangle,113.25483310222626,325,209,305,192,276,204,,
0194.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0194.jpg,Triangle,112.42640626430511,324,208,305,192,275,203,,
0195.jpg,Rectangle,126.72792184352875,418,325,421,349,459,348,455,324
0195.jpg,Triangle,108.66904675960541,324,207,305,191,277,202,,
