image,shape,length,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y
0101.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0102.jpg,Triangle,118.66904628276825,440,261,389,266,421,279,,
0102.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0103.jpg,Triangle,118.66904628276825,440,261,389,266,421,279,,
0103.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0104.jpg,Triangle,116.08326029777527,438,261,388,265,421,278,,
0104.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0105.jpg,Triangle,116.66904723644257,439,259,389,264,421,277,,
0105.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0106.jpg,Triangle,116.66904699802399,438,259,388,263,421,276,,
0106.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0107.jpg,Triangle,113.49747335910797,437,258,389,263,420,276,,
0107.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0108.jpg,Triangle,116.9116883277893,438,257,388,262,419,275,,
0108.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0109.jpg,Triangle,116.9116883277893,438,257,388,262,419,275,,
0109.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0110.jpg,Triangle,113.8406194448471,435,255,388,261,419,274,,
0110.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0111.jpg,Triangle,112.08326065540314,436,256,388,260,420,272,,
0111.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0112.jpg,Triangle,112.66904747486115,436,254,388,259,420,271,,
0112.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0113.jpg,Triangle,116.42640602588654,436,252,387,258,420,270,,
0113.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0114.jpg,Triangle,113.25483357906342,435,251,387,257,420,269,,
0114.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0115.jpg,Triangle,113.25483357906342,435,251,387,257,420,269,,
0115.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0116.jpg,Triangle,114.66904711723328,435,249,387,256,420,268,,
0116.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0117.jpg,Triangle,112.42640721797943,433,249,386,255,420,267,,
0117.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0118.jpg,Triangle,114.66904711723328,435,250,386,254,420,266,,
0118.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0119.jpg,Triangle,112.66904747486115,434,247,387,253,420,265,,
0119.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0120.jpg,Triangle,120.08326005935669,437,245,386,252,419,264,,
0120.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0121.jpg,Triangle,120.08326005935669,437,245,386,252,419,264,,
0121.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0122.jpg,Triangle,117.2548336982727,436,245,386,251,419,263,,
0122.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0123.jpg,Triangle,114.66904675960541,435,246,386,250,419,262,,
0123.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0124.jpg,Triangle,120.3259015083313,437,242,386,249,419,261,,
0124.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0125.jpg,Triangle,121.15432918071747,437,241,386,248,419,260,,
0125.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0126.jpg,Triangle,118.91168856620789,437,240,386,247,419,259,,
0126.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0127.jpg,Triangle,118.91168856620789,437,240,386,247,419,259,,
0127.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0128.jpg,Triangle,118.91168665885925,438,239,387,246,419,258,,
0128.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0129.jpg,Triangle,120.32590043544769,438,238,387,245,419,257,,
0129.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0130.jpg,Triangle,117.49747347831726,437,237,387,244,419,256,,
0130.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0131.jpg,Triangle,118.91168761253357,438,236,387,243,419,255,,
0131.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0132.jpg,Triangle,113.497474193573,436,237,387,242,419,254,,
0132.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0133.jpg,Triangle,113.497474193573,436,237,387,242,419,254,,
0133.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0134.jpg,Triangle,111.84061980247498,435,235,388,242,419,253,,
0134.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0135.jpg,Triangle,116.91168665885925,437,234,387,241,418,253,,
0135.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0136.jpg,Triangle,114.66904747486115,436,234,387,240,418,252,,
0136.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0137.jpg,Triangle,114.08325982093811,436,234,387,239,419,251,,
0137.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0138.jpg,Triangle,112.08326065540314,436,233,388,238,417,250,,
0138.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0139.jpg,Triangle,112.08326065540314,436,233,388,238,417,250,,
0139.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0140.jpg,Triangle,114.66904735565186,437,232,387,237,419,249,,
0140.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0141.jpg,Triangle,112.08326077461243,436,232,388,237,417,249,,
0141.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0142.jpg,Triangle,112.08326065540314,436,231,388,236,417,248,,
0142.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0143.jpg,Triangle,115.25483357906342,437,230,387,235,419,247,,
0143.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0144.jpg,Triangle,115.84062004089355,437,230,387,234,418,247,,
0144.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0145.jpg,Triangle,115.84062004089355,437,230,387,234,418,247,,
0145.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0146.jpg,Triangle,111.8406195640564,436,230,388,234,417,246,,
0146.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0147.jpg,Triangle,111.8406194448471,436,229,388,233,419,245,,
0147.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0148.jpg,Triangle,111.25483334064484,437,228,389,232,418,245,,
0148.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0149.jpg,Triangle,108.6690468788147,437,229,390,232,419,244,,
0149.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0150.jpg,Triangle,114.66904652118683,437,227,388,231,417,244,,
0150.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0151.jpg,Triangle,114.66904652118683,437,227,388,231,417,244,,
0151.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0152.jpg,Triangle,112.42640602588654,438,227,389,230,419,243,,
0152.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0153.jpg,Triangle,113.25483334064484,437,227,388,230,417,243,,
0153.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0154.jpg,Triangle,114.08326029777527,437,227,388,229,418,243,,
0154.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0155.jpg,Triangle,112.42640578746796,438,226,389,229,418,242,,
0155.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0156.jpg,Triangle,111.25483310222626,438,226,390,229,418,242,,
0156.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0157.jpg,Triangle,111.25483310222626,438,226,390,229,418,242,,
0157.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0158.jpg,Triangle,113.25483286380768,438,226,389,228,419,241,,
0158.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0159.jpg,Triangle,110.42640602588654,438,226,390,228,419,241,,
0159.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0160.jpg,Triangle,112.42640590667725,438,226,389,227,420,240,,
0160.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0161.jpg,Triangle,112.18376529216766,390,226,414,240,439,227,,
0161.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0162.jpg,Triangle,112.42640590667725,390,226,416,241,439,227,,
0162.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0163.jpg,Triangle,112.42640590667725,390,226,416,241,439,227,,
0163.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0164.jpg,Triangle,113.25483298301697,390,225,416,241,439,227,,
0164.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0165.jpg,Triangle,111.8406195640564,440,225,391,226,419,240,,
0165.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0166.jpg,Triangle,111.59797894954681,390,225,416,240,439,227,,
0166.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0167.jpg,Triangle,113.01219236850739,391,225,416,240,441,226,,
0167.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0168.jpg,Triangle,113.59797894954681,391,225,416,240,441,226,,
0168.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0169.jpg,Triangle,113.59797894954681,391,225,416,240,441,226,,
0169.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0170.jpg,Triangle,111.59797894954681,392,225,416,240,441,226,,
0170.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0171.jpg,Triangle,116.42640614509583,392,225,417,241,443,226,,
0171.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0172.jpg,Triangle,111.84061968326569,393,225,418,241,442,226,,
0172.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0173.jpg,Triangle,110.42640614509583,393,225,418,241,441,227,,
0173.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0174.jpg,Triangle,113.8406194448471,392,225,417,241,442,227,,
0174.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0175.jpg,Triangle,113.8406194448471,392,225,417,241,442,227,,
0175.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0176.jpg,Triangle,112.42640602588654,393,225,417,241,442,227,,
0176.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0177.jpg,Triangle,109.5979790687561,393,225,415,240,441,228,,
0177.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0178.jpg,Triangle,112.66904664039612,393,225,418,242,442,228,,
0178.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0179.jpg,Triangle,117.8406194448471,393,225,417,242,444,228,,
0179.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0180.jpg,Triangle,114.66904640197754,393,226,416,242,443,229,,
0180.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0181.jpg,Triangle,114.66904640197754,393,226,416,242,443,229,,
0181.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0182.jpg,Triangle,115.25483298301697,394,225,416,242,444,229,,
0182.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0183.jpg,Triangle,116.66904652118683,394,226,417,243,444,229,,
0183.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0184.jpg,Triangle,116.08325970172882,395,226,417,243,445,230,,
0184.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0185.jpg,Triangle,113.49747347831726,394,227,417,244,443,231,,
0185.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0186.jpg,Triangle,114.66904628276825,395,228,417,244,445,231,,
0186.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0187.jpg,Triangle,114.66904628276825,395,228,417,244,445,231,,
0187.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0188.jpg,Triangle,114.66904640197754,395,228,416,244,445,232,,
0188.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0189.jpg,Triangle,114.66904652118683,396,228,417,245,446,232,,
0189.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0190.jpg,Triangle,115.25483286380768,396,228,417,245,446,233,,
0190.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0191.jpg,Triangle,113.25483310222626,397,229,417,246,446,234,,
0191.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0192.jpg,Triangle,115.49747371673584,396,229,417,247,446,234,,
0192.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0193.jpg,Triangle,115.49747371673584,396,229,417,247,446,234,,
0193.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0194.jpg,Triangle,114.0832599401474,397,230,417,247,446,235,,
0194.jpg,Rectangle,103.89949476718903,276,192,275,210,308,209,308,191
0195.jpg,Triangle,116.08326017856598,397,230,417,248,447,236,,
